1001.0,151.38696066010894,-4.8
1002.0,162.23935023971663,-4.8
1003.0,170.89173981932433,-4.8
1004.0,177.34412939893204,-4.8
1005.0,183.30262254041267,-4.8
1006.0,187.06111568189328,-4.8
1007.0,193.29543815546617,-5.897262893279702
1008.0,195.2,-11.609732457874909
1009.0,195.2,-19.388668262716717
1010.0,195.2,-30.187826310945773
1011.0,195.2,-44.432418993399345
1012.0,195.2,-56.73730519276781
1013.0,195.2,-68.85428544504057
1014.0,195.2,-81.23846342151225
1015.0,195.2,-93.57851842080166
1016.0,195.2,-106.7490178876943
1017.0,195.2,-119.23002050690243
1018.0,195.2,-134.1352492197986
1019.0,198.4,-146.84047793269482
1020.0,198.4,-159.54430020324665
1021.0,198.4,-170.61061584392232
1022.0,198.4,-179.5005502153144
1023.0,198.4,-186.19048458670648
1024.0,198.4,-191.15452358536422
1025.0,197.56200714186633,-196.59665476355607
1026.0,191.71202324412516,-198.4
1027.0,182.31575149989084,-198.4
1028.0,172.2790454340584,-198.4
1029.0,160.31545221970035,-198.4
1030.0,145.8877657234609,-198.4
1031.0,133.269336428839,-198.4
1032.0,118.3592824186654,-198.4
1033.0,103.37562350239753,-198.4
1034.0,89.00090705408181,-198.4
1035.0,75.03405910225766,-198.4
1036.0,62.63005314314236,-198.4
1037.0,48.253386666590615,-198.4
1038.0,33.3079124820558,-198.4
1039.0,20.56243829752097,-198.4
1040.0,8.745719556366362,-198.4
1041.0,-4.380756849122273,-198.4
1042.0,-18.30760005046555,-198.4
1043.0,-31.562115302841832,-198.4
1044.0,-46.19303792646996,-198.4
1045.0,-59.374621267166326,-198.4
1046.0,-73.9374717852694,-198.4
1047.0,-86.30032230337247,-198.4
1048.0,-98.19458904560503,-198.4
1049.0,-113.50246062067401,-198.4
1050.0,-128.26008102684563,-198.4
1051.0,-140.93585440362835,-198.4
1052.0,-154.4631008709992,-198.4
1053.0,-167.73095051353005,-198.4
1054.0,-178.79880015606088,-198.4
1055.0,-187.66664979859172,-198.4
1056.0,-194.32723119198803,-198.296109829716
1057.0,-198.28119438719963,-194.43163928960251
1058.0,-198.4,-190.14656399131232
1059.0,-198.4,-182.95382224608736
1060.0,-198.4,-173.08873945493883
1061.0,-198.4,-160.22827659582532
1062.0,-198.4,-148.0774102948426
1063.0,-198.4,-134.02590240839248
1064.0,-198.4,-121.00181014012638
1065.0,-198.4,-106.74567119657404
1066.0,-198.4,-91.45473308699798
1067.0,-198.4,-77.46067942475807
1068.0,-198.4,-63.7776006848986
1069.0,-198.4,-51.99443293505078
1070.0,-198.4,-41.61807310937377
1071.0,-198.4,-28.134762444064563
1072.0,-198.4,-15.880052172857575
1073.0,-198.4,-1.2866826276079966
1074.0,-198.4,13.10026191393417
1075.0,-198.4,26.90900291657796
1076.0,-198.4,40.445715412604685
1077.0,-198.4,54.615356135822275
1078.0,-198.4,67.48210991163248
1079.0,-198.4,81.3124441856817
1080.0,-198.4,95.30364177483543
1081.0,-198.4,108.6185895825985
1082.0,-198.4,122.41421502623616
1083.0,-198.4,135.43971323931717
1084.0,-198.4,148.98269327014563
1085.0,-198.4,162.3736671454171
1086.0,-198.4,173.56464102068855
1087.0,-198.4,184.06764902408528
1088.0,-198.4,192.37065702748203
1089.0,-196.33922958959872,197.71646224624075
1090.0,-190.73733630626032,198.4
1091.0,-182.26022471772185,198.4
1092.0,-171.59082404149487,198.4
1093.0,-158.1622818833207,198.4
1094.0,-146.678184169591,195.2
1095.0,-137.3940864558613,195.2
1096.0,-128.0783066180473,195.2
1097.0,-119.36428495705476,195.2
1098.0,-109.4152216825858,195.2
1099.0,-99.0281648510816,195.2
1100.0,-87.12606162334122,195.2
1101.0,-75.79908152926248,195.2
1102.0,-66.47941671380389,195.2
1103.0,-57.1691017342915,195.2
1104.0,-47.525344323603065,195.2
1105.0,-36.44090938604299,195.2
1106.0,-27.556474448482902,195.2
1107.0,-20.872039510922832,195.2
1108.0,-13.728508130077842,195.2
1109.0,-8.80095823361177,194.97156546194452
1110.0,-4.965302176296828,190.7571152340778
1111.0,-4.8,184.03621874381727
1112.0,-4.8,176.08515248476024
1113.0,-4.8,167.52139418694176
1114.0,-4.8,156.22757970931949
1115.0,-4.8,144.5551838320171
1116.0,-4.8,129.53879443318638
1117.0,-4.8,116.72240503435567
1118.0,-4.8,101.47264455986071
1119.0,-4.8,88.42288408536575
1120.0,-4.8,74.79588443654482
1121.0,-4.8,62.81722345123211
1122.0,-4.8,50.90525412181785
1123.0,-4.8,40.18286767036139
1124.0,-4.8,30.484296304887465
1125.0,-4.8,19.582258729527865
1126.0,-4.8,10.880221154168254
1127.0,-7.492286718540549,5.424627968875671
1128.0,-12.276539044694882,4.8
1129.0,-20.39456182788373,4.8
1130.0,-30.784474716868623,4.8
1131.0,-43.04991929604872,4.8
1132.0,-57.68997832812786,4.8
1133.0,-72.87507736346387,4.8
1134.0,-86.085278350589,4.8
